Cross_ID,Cross_Date,Year,Program,Female_Parent,Male_Parent,Crossing_Location,Researcher,Seeds_Harvested,Germination_Rate,F1_Plants,Cross_Type,Purpose,Success_Rating,Notes
2022_MR4_C0106,2022-03-07,2022,MR4,MR4_P83,MR4_P55,Gatton,Dr. Johnson,50,0.86,35,Single,Quality Enhancement,Fair,Cross targeting yield
2022_MR3_C0107,2022-03-01,2022,MR3,MR3_P66,MR3_P57,Goondiwindi,Dr. Anderson,34,0.94,106,Backcross,Yield Improvement,Poor,Cross targeting drought tolerance
2022_MR1_C0108,2022-07-09,2022,MR1,MR1_P93,MR1_P84,Roma,Dr. Taylor,97,0.75,16,Single,Quality Enhancement,Fair,Cross targeting drought tolerance
2022_MR3_C0109,2022-08-14,2022,MR3,MR3_P80,MR3_P74,Emerald,Dr. Wilson,126,0.95,103,Backcross,Quality Enhancement,Fair,Cross targeting quality
2022_MR4_C0110,2022-04-28,2022,MR4,MR4_P22,MR4_P50,Warwick,Dr. Anderson,101,0.83,62,Three-way,Climate Adaptation,Good,Cross targeting yield
2022_MR3_C0111,2022-06-21,2022,MR3,MR3_P95,MR3_P30,Gatton,Dr. Thomas,47,0.73,79,Single,Yield Improvement,Fair,Cross targeting disease resistance
2022_MR1_C0112,2022-03-27,2022,MR1,MR1_P73,MR1_P32,Warwick,Dr. Smith,34,0.71,63,Backcross,Climate Adaptation,Good,Cross targeting yield
2022_MR4_C0113,2022-05-02,2022,MR4,MR4_P80,MR4_P78,Hermitage,Dr. Smith,91,0.95,52,Double,Quality Enhancement,Excellent,Cross targeting disease resistance
2022_MR3_C0114,2022-04-19,2022,MR3,MR3_P92,MR3_P45,Kingaroy,Dr. Wilson,89,0.75,77,Double,Quality Enhancement,Good,Cross targeting yield
2022_MR3_C0115,2022-04-04,2022,MR3,MR3_P17,MR3_P72,Hermitage,Dr. Smith,58,0.91,32,Backcross,Yield Improvement,Excellent,Cross targeting yield
2022_MR1_C0116,2022-07-23,2022,MR1,MR1_P52,MR1_P62,Gatton,Dr. Anderson,19,0.9,98,Backcross,Disease Resistance,Excellent,Cross targeting quality
2022_MR1_C0117,2022-06-09,2022,MR1,MR1_P63,MR1_P67,Gatton,Dr. Davis,80,0.92,61,Three-way,Quality Enhancement,Excellent,Cross targeting disease resistance
2022_MR2_C0118,2022-03-16,2022,MR2,MR2_P72,MR2_P40,Emerald,Dr. Anderson,33,0.85,38,Single,Climate Adaptation,Good,Cross targeting drought tolerance
2022_MR2_C0119,2022-06-25,2022,MR2,MR2_P6,MR2_P39,Hermitage,Dr. Anderson,111,0.77,67,Backcross,Disease Resistance,Poor,Cross targeting yield
2022_MR3_C0120,2022-06-15,2022,MR3,MR3_P57,MR3_P31,Kingaroy,Dr. Davis,130,0.86,39,Three-way,Climate Adaptation,Good,Cross targeting quality
2022_MR1_C0121,2022-03-12,2022,MR1,MR1_P11,MR1_P72,Hermitage,Dr. Taylor,12,0.87,115,Single,Climate Adaptation,Good,Cross targeting disease resistance
2022_MR2_C0122,2022-06-13,2022,MR2,MR2_P69,MR2_P81,Dalby,Dr. Brown,93,0.82,62,Single,Climate Adaptation,Poor,Cross targeting disease resistance
2022_MR3_C0123,2022-07-21,2022,MR3,MR3_P60,MR3_P58,Warwick,Dr. Smith,98,0.97,96,Three-way,Climate Adaptation,Poor,Cross targeting drought tolerance
2022_MR3_C0124,2022-05-09,2022,MR3,MR3_P1,MR3_P91,Dalby,Dr. Johnson,58,0.7,78,Backcross,Yield Improvement,Excellent,Cross targeting quality
2022_MR2_C0125,2022-07-15,2022,MR2,MR2_P64,MR2_P26,Emerald,Dr. Thomas,70,0.97,62,Three-way,Climate Adaptation,Excellent,Cross targeting quality
2022_MR1_C0126,2022-03-16,2022,MR1,MR1_P97,MR1_P67,Emerald,Dr. Brown,65,0.79,44,Double,Disease Resistance,Fair,Cross targeting drought tolerance
2022_MR1_C0127,2022-04-09,2022,MR1,MR1_P50,MR1_P10,Kingaroy,Dr. Thomas,94,0.82,32,Three-way,Climate Adaptation,Good,Cross targeting quality
2022_MR1_C0128,2022-03-25,2022,MR1,MR1_P8,MR1_P50,Warwick,Dr. Taylor,148,0.73,70,Three-way,Quality Enhancement,Fair,Cross targeting disease resistance
2022_MR1_C0129,2022-05-16,2022,MR1,MR1_P2,MR1_P11,Gatton,Dr. Wilson,59,0.97,69,Single,Quality Enhancement,Excellent,Cross targeting yield
2022_MR2_C0130,2022-03-16,2022,MR2,MR2_P35,MR2_P21,Warwick,Dr. Anderson,119,0.77,45,Double,Quality Enhancement,Excellent,Cross targeting drought tolerance
2022_MR4_C0131,2022-04-12,2022,MR4,MR4_P32,MR4_P76,Emerald,Dr. Thomas,102,0.98,120,Double,Yield Improvement,Fair,Cross targeting disease resistance
2022_MR4_C0132,2022-04-20,2022,MR4,MR4_P33,MR4_P63,Roma,Dr. Anderson,94,0.89,64,Single,Yield Improvement,Fair,Cross targeting quality
2022_MR3_C0133,2022-05-07,2022,MR3,MR3_P57,MR3_P72,Roma,Dr. Johnson,134,0.71,115,Single,Climate Adaptation,Fair,Cross targeting yield
2022_MR2_C0134,2022-07-21,2022,MR2,MR2_P37,MR2_P65,Hermitage,Dr. Anderson,86,0.77,50,Single,Disease Resistance,Fair,Cross targeting quality
2022_MR3_C0135,2022-05-16,2022,MR3,MR3_P10,MR3_P33,Hermitage,Dr. Brown,27,0.85,81,Double,Quality Enhancement,Good,Cross targeting quality
2022_MR3_C0136,2022-04-03,2022,MR3,MR3_P85,MR3_P17,Emerald,Dr. Taylor,117,0.94,32,Backcross,Yield Improvement,Fair,Cross targeting quality
2022_MR3_C0137,2022-07-12,2022,MR3,MR3_P15,MR3_P100,Goondiwindi,Dr. Wilson,32,0.92,40,Double,Disease Resistance,Excellent,Cross targeting disease resistance
2022_MR4_C0138,2022-07-13,2022,MR4,MR4_P23,MR4_P99,Goondiwindi,Dr. Davis,144,0.81,116,Double,Disease Resistance,Excellent,Cross targeting disease resistance
2022_MR3_C0139,2022-06-27,2022,MR3,MR3_P72,MR3_P66,Gatton,Dr. Anderson,30,0.75,79,Three-way,Yield Improvement,Excellent,Cross targeting disease resistance
2022_MR1_C0140,2022-08-09,2022,MR1,MR1_P46,MR1_P96,Hermitage,Dr. Wilson,43,0.84,60,Double,Climate Adaptation,Good,Cross targeting disease resistance
2022_MR1_C0141,2022-04-22,2022,MR1,MR1_P56,MR1_P62,Hermitage,Dr. Brown,109,0.92,38,Three-way,Quality Enhancement,Good,Cross targeting disease resistance
2022_MR2_C0142,2022-07-06,2022,MR2,MR2_P28,MR2_P89,Kingaroy,Dr. Anderson,144,0.86,61,Three-way,Disease Resistance,Good,Cross targeting disease resistance
2022_MR2_C0143,2022-03-19,2022,MR2,MR2_P43,MR2_P32,Dalby,Dr. Johnson,28,0.7,17,Backcross,Yield Improvement,Poor,Cross targeting disease resistance
2022_MR2_C0144,2022-05-02,2022,MR2,MR2_P76,MR2_P50,Warwick,Dr. Anderson,46,0.74,26,Backcross,Quality Enhancement,Fair,Cross targeting yield
2022_MR4_C0145,2022-06-26,2022,MR4,MR4_P1,MR4_P25,Goondiwindi,Dr. Wilson,80,0.83,34,Backcross,Climate Adaptation,Fair,Cross targeting drought tolerance
2022_MR3_C0146,2022-07-28,2022,MR3,MR3_P77,MR3_P17,Kingaroy,Dr. Brown,27,0.87,27,Single,Climate Adaptation,Poor,Cross targeting disease resistance
2022_MR2_C0147,2022-06-12,2022,MR2,MR2_P70,MR2_P5,Dalby,Dr. Thomas,96,0.75,82,Backcross,Disease Resistance,Excellent,Cross targeting drought tolerance
2022_MR3_C0148,2022-08-07,2022,MR3,MR3_P27,MR3_P16,Hermitage,Dr. Smith,146,0.94,16,Backcross,Climate Adaptation,Fair,Cross targeting yield
2022_MR4_C0149,2022-08-25,2022,MR4,MR4_P42,MR4_P16,Roma,Dr. Davis,73,0.96,103,Backcross,Climate Adaptation,Excellent,Cross targeting quality
2022_MR4_C0150,2022-08-02,2022,MR4,MR4_P61,MR4_P92,Kingaroy,Dr. Taylor,82,0.78,57,Double,Climate Adaptation,Good,Cross targeting drought tolerance
2022_MR3_C0151,2022-03-19,2022,MR3,MR3_P26,MR3_P85,Goondiwindi,Dr. Anderson,48,0.77,91,Three-way,Climate Adaptation,Good,Cross targeting disease resistance
2022_MR2_C0152,2022-07-06,2022,MR2,MR2_P52,MR2_P76,Dalby,Dr. Taylor,107,0.79,114,Backcross,Disease Resistance,Poor,Cross targeting disease resistance
2022_MR4_C0153,2022-08-15,2022,MR4,MR4_P100,MR4_P69,Gatton,Dr. Davis,94,0.72,66,Three-way,Disease Resistance,Poor,Cross targeting disease resistance
2022_MR3_C0154,2022-08-18,2022,MR3,MR3_P1,MR3_P52,Warwick,Dr. Thomas,113,0.76,89,Three-way,Disease Resistance,Poor,Cross targeting drought tolerance
2022_MR3_C0155,2022-06-12,2022,MR3,MR3_P27,MR3_P7,Emerald,Dr. Thomas,87,0.84,17,Double,Climate Adaptation,Fair,Cross targeting disease resistance
2022_MR4_C0156,2022-08-08,2022,MR4,MR4_P89,MR4_P11,Warwick,Dr. Johnson,17,0.95,93,Backcross,Disease Resistance,Good,Cross targeting disease resistance
2022_MR1_C0157,2022-07-08,2022,MR1,MR1_P1,MR1_P91,Dalby,Dr. Johnson,51,0.82,69,Backcross,Disease Resistance,Poor,Cross targeting yield
2022_MR3_C0158,2022-04-10,2022,MR3,MR3_P69,MR3_P11,Dalby,Dr. Davis,130,0.76,38,Three-way,Climate Adaptation,Excellent,Cross targeting quality
2022_MR2_C0159,2022-04-17,2022,MR2,MR2_P22,MR2_P52,Gatton,Dr. Thomas,101,0.84,64,Double,Yield Improvement,Poor,Cross targeting yield
2022_MR2_C0160,2022-03-07,2022,MR2,MR2_P29,MR2_P75,Roma,Dr. Wilson,19,0.94,38,Backcross,Yield Improvement,Fair,Cross targeting yield
2022_MR3_C0161,2022-05-27,2022,MR3,MR3_P99,MR3_P8,Goondiwindi,Dr. Thomas,43,0.96,80,Double,Quality Enhancement,Fair,Cross targeting quality
2022_MR3_C0162,2022-06-22,2022,MR3,MR3_P86,MR3_P59,Emerald,Dr. Davis,16,0.96,48,Three-way,Disease Resistance,Poor,Cross targeting yield
2022_MR4_C0163,2022-06-26,2022,MR4,MR4_P55,MR4_P97,Gatton,Dr. Smith,68,0.72,76,Single,Disease Resistance,Poor,Cross targeting quality
2022_MR3_C0164,2022-03-25,2022,MR3,MR3_P71,MR3_P14,Gatton,Dr. Thomas,79,0.83,30,Double,Disease Resistance,Good,Cross targeting yield
2022_MR2_C0165,2022-03-01,2022,MR2,MR2_P28,MR2_P50,Gatton,Dr. Anderson,19,0.72,27,Backcross,Quality Enhancement,Good,Cross targeting disease resistance
2022_MR2_C0166,2022-07-01,2022,MR2,MR2_P53,MR2_P38,Kingaroy,Dr. Johnson,77,0.71,51,Single,Disease Resistance,Fair,Cross targeting yield
2022_MR4_C0167,2022-04-26,2022,MR4,MR4_P9,MR4_P26,Hermitage,Dr. Anderson,69,0.89,115,Three-way,Climate Adaptation,Poor,Cross targeting quality
2022_MR4_C0168,2022-04-23,2022,MR4,MR4_P71,MR4_P78,Dalby,Dr. Taylor,84,0.83,95,Double,Yield Improvement,Excellent,Cross targeting yield
2022_MR1_C0169,2022-08-17,2022,MR1,MR1_P33,MR1_P90,Hermitage,Dr. Johnson,81,0.8,56,Single,Climate Adaptation,Excellent,Cross targeting yield
2022_MR4_C0170,2022-06-07,2022,MR4,MR4_P76,MR4_P15,Dalby,Dr. Davis,50,0.94,49,Three-way,Quality Enhancement,Fair,Cross targeting drought tolerance
2022_MR4_C0171,2022-06-07,2022,MR4,MR4_P39,MR4_P29,Gatton,Dr. Anderson,129,0.88,69,Three-way,Climate Adaptation,Good,Cross targeting yield
2022_MR4_C0172,2022-03-23,2022,MR4,MR4_P13,MR4_P1,Roma,Dr. Smith,61,0.97,12,Single,Quality Enhancement,Poor,Cross targeting disease resistance
2022_MR4_C0173,2022-06-04,2022,MR4,MR4_P20,MR4_P96,Hermitage,Dr. Wilson,118,0.92,45,Three-way,Quality Enhancement,Good,Cross targeting disease resistance
2022_MR2_C0174,2022-08-01,2022,MR2,MR2_P71,MR2_P84,Hermitage,Dr. Davis,139,0.94,88,Double,Yield Improvement,Good,Cross targeting drought tolerance
2023_MR4_C0001,2023-05-25,2023,MR4,MR4_P87,MR4_P88,Hermitage,Dr. Wilson,148,0.92,98,Single,Climate Adaptation,Excellent,Cross targeting yield
2023_MR2_C0002,2023-05-13,2023,MR2,MR2_P41,MR2_P8,Kingaroy,Dr. Wilson,99,0.88,106,Three-way,Disease Resistance,Excellent,Cross targeting disease resistance
2023_MR1_C0003,2023-08-20,2023,MR1,MR1_P93,MR1_P21,Goondiwindi,Dr. Smith,52,0.97,44,Backcross,Climate Adaptation,Good,Cross targeting quality
2023_MR4_C0004,2023-03-03,2023,MR4,MR4_P36,MR4_P74,Goondiwindi,Dr. Wilson,112,0.89,33,Three-way,Climate Adaptation,Fair,Cross targeting quality
2023_MR4_C0005,2023-06-10,2023,MR4,MR4_P12,MR4_P49,Emerald,Dr. Smith,52,0.86,14,Backcross,Disease Resistance,Good,Cross targeting quality
2023_MR2_C0006,2023-07-03,2023,MR2,MR2_P54,MR2_P20,Roma,Dr. Anderson,82,0.73,107,Single,Yield Improvement,Excellent,Cross targeting disease resistance
2023_MR2_C0007,2023-07-24,2023,MR2,MR2_P90,MR2_P41,Warwick,Dr. Brown,83,0.83,91,Double,Yield Improvement,Excellent,Cross targeting quality
2023_MR1_C0008,2023-05-17,2023,MR1,MR1_P69,MR1_P20,Gatton,Dr. Anderson,65,0.92,112,Backcross,Climate Adaptation,Good,Cross targeting yield
2023_MR3_C0009,2023-05-23,2023,MR3,MR3_P11,MR3_P89,Kingaroy,Dr. Taylor,36,0.7,69,Single,Quality Enhancement,Fair,Cross targeting yield
2023_MR2_C0010,2023-08-21,2023,MR2,MR2_P2,MR2_P37,Kingaroy,Dr. Brown,128,0.95,63,Three-way,Quality Enhancement,Excellent,Cross targeting drought tolerance
2023_MR3_C0011,2023-06-26,2023,MR3,MR3_P92,MR3_P39,Goondiwindi,Dr. Anderson,136,0.72,113,Single,Quality Enhancement,Excellent,Cross targeting quality
2023_MR1_C0012,2023-08-06,2023,MR1,MR1_P95,MR1_P69,Emerald,Dr. Davis,112,0.79,30,Double,Yield Improvement,Good,Cross targeting disease resistance
2023_MR3_C0013,2023-06-14,2023,MR3,MR3_P91,MR3_P89,Emerald,Dr. Johnson,128,0.84,53,Double,Quality Enhancement,Excellent,Cross targeting yield
2023_MR1_C0014,2023-08-19,2023,MR1,MR1_P64,MR1_P49,Roma,Dr. Johnson,82,0.72,112,Three-way,Disease Resistance,Fair,Cross targeting disease resistance
2023_MR4_C0015,2023-06-14,2023,MR4,MR4_P48,MR4_P83,Dalby,Dr. Wilson,112,0.8,11,Backcross,Quality Enhancement,Excellent,Cross targeting quality
2023_MR3_C0016,2023-06-18,2023,MR3,MR3_P43,MR3_P77,Roma,Dr. Thomas,59,0.97,105,Three-way,Climate Adaptation,Good,Cross targeting yield
2023_MR3_C0017,2023-06-21,2023,MR3,MR3_P69,MR3_P91,Gatton,Dr. Davis,115,0.75,13,Double,Quality Enhancement,Good,Cross targeting drought tolerance
2023_MR2_C0018,2023-05-07,2023,MR2,MR2_P88,MR2_P41,Roma,Dr. Johnson,86,0.8,20,Three-way,Disease Resistance,Good,Cross targeting quality
2023_MR2_C0019,2023-07-21,2023,MR2,MR2_P100,MR2_P49,Kingaroy,Dr. Smith,101,0.8,60,Single,Disease Resistance,Fair,Cross targeting drought tolerance
2023_MR1_C0020,2023-03-13,2023,MR1,MR1_P94,MR1_P89,Roma,Dr. Wilson,49,0.83,58,Double,Quality Enhancement,Poor,Cross targeting quality
2023_MR2_C0021,2023-05-09,2023,MR2,MR2_P59,MR2_P13,Emerald,Dr. Davis,130,0.7,79,Double,Disease Resistance,Excellent,Cross targeting quality
2023_MR2_C0022,2023-05-18,2023,MR2,MR2_P20,MR2_P10,Roma,Dr. Brown,97,0.72,71,Backcross,Yield Improvement,Excellent,Cross targeting yield
2023_MR1_C0023,2023-03-08,2023,MR1,MR1_P12,MR1_P21,Roma,Dr. Johnson,20,0.91,63,Single,Quality Enhancement,Poor,Cross targeting yield
2023_MR1_C0024,2023-05-05,2023,MR1,MR1_P49,MR1_P66,Gatton,Dr. Wilson,42,0.85,59,Single,Disease Resistance,Good,Cross targeting disease resistance
2023_MR1_C0025,2023-04-09,2023,MR1,MR1_P21,MR1_P67,Gatton,Dr. Brown,54,0.8,52,Double,Climate Adaptation,Good,Cross targeting quality
2023_MR1_C0026,2023-04-05,2023,MR1,MR1_P91,MR1_P92,Gatton,Dr. Wilson,65,0.78,35,Double,Disease Resistance,Fair,Cross targeting drought tolerance
2023_MR1_C0027,2023-07-16,2023,MR1,MR1_P15,MR1_P86,Hermitage,Dr. Taylor,90,0.82,65,Double,Yield Improvement,Good,Cross targeting disease resistance
2023_MR2_C0028,2023-04-13,2023,MR2,MR2_P46,MR2_P34,Emerald,Dr. Brown,96,0.9,18,Single,Climate Adaptation,Good,Cross targeting disease resistance
2023_MR2_C0029,2023-04-21,2023,MR2,MR2_P96,MR2_P51,Kingaroy,Dr. Johnson,51,0.96,63,Single,Quality Enhancement,Poor,Cross targeting yield
2023_MR2_C0030,2023-08-25,2023,MR2,MR2_P29,MR2_P3,Gatton,Dr. Thomas,71,0.71,72,Single,Yield Improvement,Excellent,Cross targeting drought tolerance
2023_MR1_C0031,2023-03-04,2023,MR1,MR1_P76,MR1_P8,Hermitage,Dr. Davis,78,0.88,57,Three-way,Quality Enhancement,Excellent,Cross targeting quality
2023_MR4_C0032,2023-03-21,2023,MR4,MR4_P7,MR4_P21,Gatton,Dr. Taylor,110,0.84,23,Backcross,Quality Enhancement,Poor,Cross targeting yield
2023_MR1_C0033,2023-07-17,2023,MR1,MR1_P12,MR1_P32,Roma,Dr. Wilson,54,0.78,9,Double,Quality Enhancement,Poor,Cross targeting drought tolerance
2023_MR3_C0034,2023-07-13,2023,MR3,MR3_P26,MR3_P99,Gatton,Dr. Brown,84,0.92,81,Backcross,Yield Improvement,Fair,Cross targeting drought tolerance
2023_MR1_C0035,2023-04-28,2023,MR1,MR1_P62,MR1_P37,Emerald,Dr. Anderson,51,0.91,97,Backcross,Quality Enhancement,Good,Cross targeting yield
2023_MR1_C0036,2023-06-07,2023,MR1,MR1_P99,MR1_P57,Warwick,Dr. Taylor,123,0.81,39,Backcross,Yield Improvement,Poor,Cross targeting yield
2023_MR4_C0037,2023-07-14,2023,MR4,MR4_P66,MR4_P46,Kingaroy,Dr. Wilson,34,0.82,101,Three-way,Yield Improvement,Good,Cross targeting drought tolerance
2023_MR3_C0038,2023-06-21,2023,MR3,MR3_P76,MR3_P35,Kingaroy,Dr. Anderson,63,0.91,45,Three-way,Climate Adaptation,Poor,Cross targeting yield
2023_MR3_C0039,2023-04-15,2023,MR3,MR3_P39,MR3_P49,Warwick,Dr. Davis,74,0.85,21,Three-way,Yield Improvement,Fair,Cross targeting drought tolerance
2023_MR3_C0040,2023-08-22,2023,MR3,MR3_P45,MR3_P71,Gatton,Dr. Davis,105,0.72,49,Double,Disease Resistance,Fair,Cross targeting drought tolerance
2023_MR1_C0041,2023-03-17,2023,MR1,MR1_P95,MR1_P40,Gatton,Dr. Johnson,35,0.74,91,Double,Disease Resistance,Poor,Cross targeting quality
2023_MR1_C0042,2023-08-28,2023,MR1,MR1_P2,MR1_P82,Hermitage,Dr. Johnson,41,0.81,100,Double,Climate Adaptation,Fair,Cross targeting disease resistance
2023_MR1_C0043,2023-03-28,2023,MR1,MR1_P38,MR1_P9,Warwick,Dr. Johnson,141,0.96,92,Single,Climate Adaptation,Fair,Cross targeting yield
2023_MR3_C0044,2023-03-25,2023,MR3,MR3_P17,MR3_P41,Roma,Dr. Johnson,24,0.76,35,Single,Disease Resistance,Fair,Cross targeting quality
2023_MR2_C0045,2023-06-28,2023,MR2,MR2_P71,MR2_P77,Goondiwindi,Dr. Taylor,145,0.7,77,Single,Climate Adaptation,Excellent,Cross targeting drought tolerance
2023_MR4_C0046,2023-07-05,2023,MR4,MR4_P53,MR4_P56,Hermitage,Dr. Anderson,139,0.9,79,Three-way,Yield Improvement,Poor,Cross targeting quality
2023_MR4_C0047,2023-06-24,2023,MR4,MR4_P3,MR4_P96,Emerald,Dr. Anderson,60,0.87,61,Three-way,Yield Improvement,Poor,Cross targeting yield
2023_MR2_C0048,2023-03-04,2023,MR2,MR2_P47,MR2_P53,Goondiwindi,Dr. Johnson,134,0.89,110,Double,Yield Improvement,Excellent,Cross targeting quality
2023_MR3_C0049,2023-03-05,2023,MR3,MR3_P7,MR3_P1,Warwick,Dr. Smith,81,0.93,77,Three-way,Disease Resistance,Excellent,Cross targeting quality
2023_MR1_C0050,2023-07-01,2023,MR1,MR1_P73,MR1_P64,Goondiwindi,Dr. Johnson,63,0.72,38,Single,Disease Resistance,Excellent,Cross targeting drought tolerance
2023_MR2_C0051,2023-06-03,2023,MR2,MR2_P14,MR2_P69,Kingaroy,Dr. Johnson,51,0.74,80,Double,Yield Improvement,Excellent,Cross targeting disease resistance
2023_MR1_C0052,2023-06-22,2023,MR1,MR1_P23,MR1_P63,Roma,Dr. Smith,112,0.81,53,Backcross,Climate Adaptation,Fair,Cross targeting drought tolerance
2023_MR3_C0053,2023-05-25,2023,MR3,MR3_P3,MR3_P28,Warwick,Dr. Taylor,69,0.82,112,Three-way,Climate Adaptation,Fair,Cross targeting yield
2023_MR2_C0054,2023-08-07,2023,MR2,MR2_P65,MR2_P21,Warwick,Dr. Brown,15,0.92,70,Backcross,Quality Enhancement,Poor,Cross targeting disease resistance
2023_MR4_C0055,2023-07-05,2023,MR4,MR4_P26,MR4_P67,Dalby,Dr. Thomas,14,0.77,63,Single,Climate Adaptation,Good,Cross targeting yield
2023_MR3_C0056,2023-07-03,2023,MR3,MR3_P50,MR3_P45,Dalby,Dr. Smith,111,0.73,70,Three-way,Quality Enhancement,Excellent,Cross targeting quality
2023_MR4_C0057,2023-08-02,2023,MR4,MR4_P15,MR4_P7,Emerald,Dr. Brown,10,0.93,75,Backcross,Yield Improvement,Poor,Cross targeting disease resistance
2023_MR3_C0058,2023-04-08,2023,MR3,MR3_P99,MR3_P40,Warwick,Dr. Thomas,31,0.8,29,Backcross,Quality Enhancement,Poor,Cross targeting quality
2023_MR2_C0059,2023-05-14,2023,MR2,MR2_P99,MR2_P48,Dalby,Dr. Smith,112,0.76,82,Double,Yield Improvement,Fair,Cross targeting quality
2023_MR2_C0060,2023-03-16,2023,MR2,MR2_P13,MR2_P25,Hermitage,Dr. Wilson,61,0.73,46,Single,Disease Resistance,Poor,Cross targeting yield
2023_MR3_C0061,2023-04-21,2023,MR3,MR3_P7,MR3_P34,Roma,Dr. Smith,148,0.79,10,Double,Yield Improvement,Poor,Cross targeting disease resistance
2023_MR2_C0062,2023-08-11,2023,MR2,MR2_P18,MR2_P24,Hermitage,Dr. Smith,147,0.81,96,Single,Disease Resistance,Fair,Cross targeting yield
2023_MR2_C0063,2023-03-25,2023,MR2,MR2_P22,MR2_P42,Kingaroy,Dr. Taylor,76,0.72,44,Double,Quality Enhancement,Poor,Cross targeting yield
2023_MR4_C0064,2023-06-01,2023,MR4,MR4_P66,MR4_P25,Hermitage,Dr. Thomas,134,0.7,59,Double,Disease Resistance,Good,Cross targeting yield
2023_MR4_C0065,2023-07-14,2023,MR4,MR4_P19,MR4_P35,Gatton,Dr. Wilson,93,0.81,33,Double,Quality Enhancement,Poor,Cross targeting yield
2023_MR3_C0066,2023-08-25,2023,MR3,MR3_P75,MR3_P92,Dalby,Dr. Wilson,36,0.97,75,Three-way,Disease Resistance,Excellent,Cross targeting quality
2023_MR1_C0067,2023-05-05,2023,MR1,MR1_P26,MR1_P91,Emerald,Dr. Thomas,109,0.92,31,Three-way,Yield Improvement,Excellent,Cross targeting yield
2023_MR1_C0068,2023-06-08,2023,MR1,MR1_P70,MR1_P57,Emerald,Dr. Anderson,65,0.95,119,Three-way,Disease Resistance,Poor,Cross targeting drought tolerance
2023_MR2_C0069,2023-06-23,2023,MR2,MR2_P37,MR2_P12,Kingaroy,Dr. Anderson,91,0.75,48,Three-way,Yield Improvement,Poor,Cross targeting disease resistance
2023_MR4_C0070,2023-04-25,2023,MR4,MR4_P16,MR4_P17,Gatton,Dr. Taylor,112,0.91,20,Double,Yield Improvement,Excellent,Cross targeting drought tolerance
2023_MR2_C0071,2023-03-17,2023,MR2,MR2_P85,MR2_P68,Hermitage,Dr. Davis,65,0.8,105,Single,Quality Enhancement,Excellent,Cross targeting yield
2023_MR1_C0072,2023-08-14,2023,MR1,MR1_P50,MR1_P70,Roma,Dr. Thomas,66,0.72,82,Single,Climate Adaptation,Good,Cross targeting quality
2023_MR3_C0073,2023-04-27,2023,MR3,MR3_P16,MR3_P20,Kingaroy,Dr. Thomas,33,0.8,30,Single,Disease Resistance,Fair,Cross targeting yield
2023_MR3_C0074,2023-03-11,2023,MR3,MR3_P45,MR3_P39,Emerald,Dr. Smith,138,0.88,98,Single,Disease Resistance,Fair,Cross targeting yield
2023_MR3_C0075,2023-06-03,2023,MR3,MR3_P52,MR3_P56,Roma,Dr. Brown,28,0.77,37,Double,Climate Adaptation,Good,Cross targeting yield
2023_MR2_C0076,2023-04-23,2023,MR2,MR2_P41,MR2_P40,Gatton,Dr. Anderson,92,0.77,72,Double,Disease Resistance,Fair,Cross targeting yield
2023_MR4_C0077,2023-08-09,2023,MR4,MR4_P29,MR4_P1,Gatton,Dr. Davis,27,0.84,82,Backcross,Quality Enhancement,Poor,Cross targeting disease resistance
2023_MR4_C0078,2023-06-11,2023,MR4,MR4_P93,MR4_P16,Goondiwindi,Dr. Johnson,53,0.73,16,Backcross,Yield Improvement,Excellent,Cross targeting disease resistance
2023_MR1_C0079,2023-07-22,2023,MR1,MR1_P56,MR1_P60,Gatton,Dr. Taylor,130,0.83,45,Three-way,Climate Adaptation,Excellent,Cross targeting yield
2023_MR1_C0080,2023-07-04,2023,MR1,MR1_P94,MR1_P53,Dalby,Dr. Smith,116,0.71,67,Backcross,Disease Resistance,Poor,Cross targeting quality
2023_MR1_C0081,2023-07-24,2023,MR1,MR1_P93,MR1_P98,Hermitage,Dr. Taylor,76,0.96,87,Three-way,Disease Resistance,Good,Cross targeting drought tolerance
2023_MR4_C0082,2023-03-06,2023,MR4,MR4_P33,MR4_P57,Gatton,Dr. Thomas,94,0.8,40,Single,Climate Adaptation,Excellent,Cross targeting disease resistance
2023_MR3_C0083,2023-07-25,2023,MR3,MR3_P12,MR3_P5,Goondiwindi,Dr. Davis,19,0.85,79,Backcross,Yield Improvement,Fair,Cross targeting drought tolerance
2023_MR1_C0084,2023-08-07,2023,MR1,MR1_P52,MR1_P54,Emerald,Dr. Smith,84,0.93,14,Single,Yield Improvement,Good,Cross targeting quality
2023_MR3_C0085,2023-08-12,2023,MR3,MR3_P1,MR3_P87,Warwick,Dr. Wilson,17,0.92,80,Backcross,Climate Adaptation,Poor,Cross targeting yield
2023_MR2_C0086,2023-04-27,2023,MR2,MR2_P30,MR2_P84,Goondiwindi,Dr. Smith,46,0.97,54,Single,Climate Adaptation,Fair,Cross targeting drought tolerance
2023_MR2_C0087,2023-05-13,2023,MR2,MR2_P62,MR2_P69,Gatton,Dr. Johnson,34,0.72,12,Single,Disease Resistance,Fair,Cross targeting drought tolerance
2023_MR1_C0088,2023-05-26,2023,MR1,MR1_P67,MR1_P30,Goondiwindi,Dr. Davis,16,0.93,81,Single,Quality Enhancement,Fair,Cross targeting yield
